약국명,지역,주소,개설일자,경도,위도
황인재약국,노원구,"서울특별시 노원구 초안산로1길 18 101호 (월계동, 주공아파트상가)",19930113,127.0523375,37.6285801
메디팜보배약국,성동구,서울특별시 성동구 아차산로7길 19 (성수동2가),19900925,127.0547040,37.5468641
참좋은약국,강남구,"서울특별시 강남구 테헤란로87길 17 103호 (삼성동, 마젤란21상가)",20070831,127.0583424,37.5087437
양지약국,강동구,서울특별시 강동구 진황도로61길 56 (둔촌동),19960827,127.1461169,37.5282025
뿌리약국,구로구,"서울특별시 구로구 경인로53길 15 (구로동, 중앙유통단지)",19901206,126.8746491,37.5009708
3층메디칼약국,송파구,"서울특별시 송파구 양재대로 1222 23-1호및 23호(일부호 (방이동, 올림픽프라자)",20140418,127.1310632,37.5157277
백제약국,서대문구,서울특별시 서대문구 홍은중앙로 98 (홍은동),19961029,126.9481705,37.5991573
국송약국,강남구,"서울특별시 강남구 광평로51길 49 108호 (수서동, 주공A1단지상가)",19921217,127.1008768,37.4920952
건강샘온누리약국,강서구,서울특별시 강서구  까치산로 73 1층 (화곡동),20150331,126.8469479,37.5452639
서부약국,노원구,"서울특별시 노원구 동일로 1551 삼전빌딩 1층 101,102,107,108호 (상계동)",20181101,127.0568690,37.6668972
태린약국,강동구,서울특별시 강동구 고덕로 133 5층 513호 (암사동),20140327,127.1403474,37.5552527
성문약국,금천구,"서울특별시 금천구 한내로 69-15 1317-107호 (독산동, 주공아파트)",19910320,126.8873951,37.4577246
정암산약국,금천구,서울특별시 금천구 시흥대로 192 (시흥동),19910329,126.9023471,37.4511094
중앙당약국,송파구,"서울특별시 송파구 오금로38길 5-25 (가락동, 현대상가 101호)",19980114,127.1298732,37.5000362
단골온누리약국,종로구,"서울특별시 종로구 지봉로 50 (숭인동, 필빌딩)",20151109,127.0159860,37.5744986
성산현대약국,마포구,"서울특별시 마포구 월드컵로 205 101호 (성산동, 성산임대아파트 상가동)",19910810,126.9015262,37.5651006
신림당약국,관악구,서울특별시 관악구 관천로 17 (신림동),19910523,126.9284180,37.4816671
온누리사랑약국,중랑구,서울특별시 중랑구 용마산로 438 (면목동),19910627,127.0975818,37.5902945
번동약국,강북구,서울특별시 강북구 오현로32길 4-3 1층 (번동),19910909,127.0398658,37.6284321
지영오행당약국,종로구,서울특별시 종로구 성균관로 32-2 (명륜2가),20040621,126.9970925,37.5855487
연서메디칼약국,은평구,서울특별시 은평구 연서로 253-9 1층 (불광동),20020703,126.9228457,37.6201724
100세약국,광진구,"서울특별시 광진구 뚝섬로 623 1층 (자양동, 유일빌딩)",20140219,127.0790399,37.5324127
선영약국,강북구,서울특별시 강북구 노해로23길 73 (수유동),19911220,127.0195831,37.6460266
메디팜나은약국,용산구,"서울특별시 용산구 한강대로 211 110호 (한강로1가, 대우월드마크용산)",20080916,126.9730930,37.5370975
희정약국,도봉구,"서울특별시 도봉구 마들로 859-19 109호 (도봉동, 한신아파트근린상가)",19910709,127.0480152,37.6862598
진영약국,광진구,서울특별시 광진구 아차산로57길 42 (구의동),19920323,127.0886907,37.5403459
인덕약국,노원구,"서울특별시 노원구 월계로 370 (월계동, 희성프라자 105호)",19920519,127.0609491,37.6310464
연세약국,노원구,"서울특별시 노원구 노해로 492 204호 (상계동, 프린스빌딩)",20060131,127.0626968,37.6544635
갑진약국,은평구,서울특별시 은평구 수색로 260 (수색동),19920429,126.8955381,37.5824482
무지개온누리약국,노원구,서울특별시 노원구 화랑로 325 (월계동),20131028,127.0640504,37.6149399
국제약국,성동구,서울특별시 성동구 독서당로 288-1 (금호동4가),20190701,127.0212469,37.5477742
유아약국,금천구,서울특별시 금천구 시흥대로104길 14 (독산동),19920703,126.8985363,37.4646086
평화약국,서대문구,서울특별시 서대문구 증가로 226 (북가좌동),19920711,126.9143723,37.5817556
부광약국,도봉구,"서울특별시 도봉구 덕릉로 398 120호 (창동, 주공17단지상가)",19920604,127.0531489,37.6457771
수성약국,중랑구,"서울특별시 중랑구 신내로 115 113호 (신내동, 도시개발(아)10단지)",20020422,127.0946250,37.6094320
영일약국,강동구,서울특별시 강동구 풍성로37길 39-21 (성내동),19920929,127.1259499,37.5335767
아이비하늘약국,영등포구,서울특별시 영등포구 국제금융로 86 (여의도동),20081208,126.9321087,37.5197969
신대영약국,광진구,서울특별시 광진구 구의강변로 22 (구의동),19921118,127.0918788,37.5329155
온누리새전일약국,관악구,서울특별시 관악구 법원단지길 37 (신림동),19920812,126.9196898,37.4744905
한마음약국,종로구,서울특별시 종로구 창경궁로 158 (원남동),20000814,126.9975942,37.5764239
고려약국,강동구,서울특별시 강동구 천호대로 1125 (길동),19930129,127.1368219,37.5348982
빛샘온누리약국,서초구,서울특별시 서초구 서초대로 331 1층 (서초동),19940414,127.0176552,37.4951577
우주약국,양천구,"서울특별시 양천구 목동서로 280 (신정동, 목동아파트 8단지 상가)",19951202,126.8683043,37.5216388
종원약국,강남구,서울특별시 강남구 강남대로118길 38 (논현동),19901004,127.0262268,37.5070090
신독일약국,대전동구,대전광역시 동구 우암로 310 (가양동),19930816,127.4497738,36.3470978
소영약국,대전동구,대전광역시 동구 태전로 175 (삼성동),20030110,127.4185254,36.3426168
국민약국,금산군,충청남도 금산군 금산읍 인삼로 71 (금산읍),20100302,127.4896902,36.1032101
인성당약국,서천군,충청남도 서천군 장항읍 장항로 189 (장항읍),20100916,126.6985955,36.0110908
열린사랑온누리약국,당진시,"충청남도 당진시 밤절로 136 (수청동, 시티타워)",20060920,126.6451968,36.9014764
수암약국,논산시,충청남도 논산시 해월로167번길 2 (반월동),20100816,127.0852873,36.2053953
시온약국,대전동구,대전광역시 동구 동대전로 286 1층 (가양동),20160201,127.4453187,36.3465647
메디팜보령약국,대전서구,대전광역시 서구 문정로 178 (둔산동),20130425,127.3954654,36.3500183
푸른약국,대전유성구,"대전광역시 유성구 진잠로149번길 24 1층 103호 (교촌동, 제이파크)",20070228,127.3189179,36.3046407
서울약국,대전서구,대전광역시 서구 계백로 1426 107호 (도마동),20140102,127.3796726,36.3126082
해성약국,대전서구,대전광역시 서구 제비네4길 129 (도마동),19920623,127.3753202,36.3116159
강산약국,대전동구,대전광역시 동구 보문로 4 플러스크리닉 1층 (효동),20180903,127.4400479,36.3154392
새샘약국,세종시,"세종특별자치시 소담1로 16 110호 (소담동, 지엘플렉스2)",20170628,127.3010965,36.4845628
삼성약국,논산시,충청남도 논산시 시민로307번길 3 (내동),19991112,127.0914119,36.1923031
오행당약국,예산군,충청남도 예산군 예산읍 예산로 84 (예산읍),19931023,126.8347126,36.6803101
정다운약국,홍성군,충청남도 홍성군 홍성읍 조양로 169-1 (홍성읍),20140615,126.6686913,36.6012271
온누리그린약국,당진시,"충청남도 당진시 합덕읍 합덕시장로 213 107,108호",19950617,126.7746428,36.8098323
오약국,대전동구,대전광역시 동구 옥천로180번길 4 (판암동),20040629,127.4602731,36.3170806
터미널약국,서산시,충청남도 서산시 안견로 190 서산공용버스터미널 (동문동),20171221,126.4590148,36.7812006
해오름약국,대전동구,대전광역시 동구 계족로 75 (신흥동),20060406,127.4439522,36.3214067
하나로약국,천안서북구,충청남도 천안시 서북구 직산읍 직산로 31 (직산읍),20030218,127.1537750,36.8801154
외산약국,부여군,충청남도 부여군 외산면 외산로 87 (외산면),20051018,126.7038565,36.3019487
프라자약국,계룡시,충청남도 계룡시 엄사면 엄사중앙로 96 (엄사면),20031226,127.2423620,36.2891416
옵티마진명약국,대전서구,"대전광역시 서구 도산로 159 (변동, 신성빌딩)",19960910,127.3777395,36.3227607
둔산시온약국,대전서구,대전광역시 서구 대덕대로176번길 9 1층 (둔산동),20030901,127.3776448,36.3486833
즐거운온누리약국,대전유성구,대전광역시 유성구 구즉로 48 (송강동),19961221,127.3848174,36.4333669
큰사랑약국,당진시,충청남도 당진시 당진중앙2로 104 (읍내동),20040705,126.6307232,36.8936933
백제프라자약국,논산시,충청남도 논산시 시민로331번길 10 (취암동),19970324,127.0893265,36.1944219
천사약국,태안군,충청남도 태안군 태안읍 중앙로 49-2 (태안읍),19970705,126.2948473,36.7546979
다사랑온누리약국,대전유성구,대전광역시 유성구 반석로 28 103호 (반석동),20060404,127.3113618,36.3915825
계룡대우당약국,계룡시,충청남도 계룡시 엄사면 엄사중앙로 94 (엄사면),19971105,127.2422689,36.2888977
행복한약국,대전유성구,대전광역시 유성구 유성대로 770 (장대동),20050902,127.3361749,36.3608097
호수약국,서산시,충청남도 서산시 호수공원14로 36 (예천동),20130417,126.4456553,36.7742979
네이팜혜민약국,익산시,"전라북도 익산시 서동로 123-1 (마동, 근린생활시설)",20071123,126.9647408,35.9352693
푸른숲약국,전주덕진구,전라북도 전주시 덕진구 솔내로 177 (송천동2가),20080312,127.1269640,35.8660222
수송우리약국,군산시,전라북도 군산시 월명로 205 (수송동),20080401,126.7152500,35.9623930
송천백제약국,전주덕진구,전라북도 전주시 덕진구 천마산로 52 103호 (송천동1가),20171120,127.1274603,35.8639154
신세계약국,고창군,전라북도 고창군 고창읍 중앙로 262 (신세계약국),20081006,126.7040917,35.4348419
센타프라자약국,전주덕진구,"전라북도 전주시 덕진구 만성중앙로 45 109,110호 (만성동)",20190102,127.0768408,35.8431125
소망약국,김제시,전라북도 김제시 남북로 229 (요촌동),20110128,126.8838058,35.8044403
온누리건강백화점약국,인천계양구,인천광역시 계양구 계양문화로 96 강북프라자 112~113호 (용종동),20190101,126.7372174,37.5392398
중앙약국,대구달서구,대구광역시 달서구 한실로 89 1층 (도원동),20190102,128.5364356,35.8070431
올리브약국,중구,서울특별시 중구 퇴계로 222 (필동2가),20140203,126.9964157,37.5615426
하약국,마포구,"서울특별시 마포구 마포대로 63-8 104호 (도화동, 삼창프라자)",19670503,126.9477979,37.5422493
화일약국,강남구,"서울특별시 강남구 선릉로 328 1층 6,7호 (대치동)",20090511,127.0519153,37.4990383
신유정약국,마포구,서울특별시 마포구 마포대로 181-1 1층 (아현동),19650617,126.9549187,37.5504869
일신당약국,서대문구,서울특별시 서대문구 신촌로 9 (창천동),20010903,126.9280604,37.5585189
대우약국,서대문구,서울특별시 서대문구 통일로40안길 3-1 (홍제동),19810221,126.9435067,37.5904300
새롬m약국,서대문구,서울특별시 서대문구 증가로 85 (연희동),19881209,126.9267717,37.5748086
성우당약국,서대문구,서울특별시 서대문구 연희로 114 지층 (연희동),19890309,126.9319343,37.5678388
모범약국,서대문구,서울특별시 서대문구 증가로 129 (남가좌동),19780517,126.9232657,37.5772820
문화약국,양천구,서울특별시 양천구 지양로3길 10-1 (신월동),19941026,126.8357912,37.5186255
영한약국,서대문구,서울특별시 서대문구 충정로 71 (충정로2가),19821125,126.9656805,37.5650371
신보건약국,서대문구,서울특별시 서대문구 연세로5길 32 (창천동),19820528,126.9353823,37.5563652
명지약국,서대문구,서울특별시 서대문구 홍은중앙로7길 2 (홍은동),19660423,126.9476961,37.5992573
무궁화약국,노원구,서울특별시 노원구 한글비석로 77 한성여객(주) (하계동),20190701,127.0704785,37.6375293
효성약국,종로구,서울특별시 종로구 창신길 95 (창신동),19920323,127.0103190,37.5758660
동인약국,종로구,서울특별시 종로구 창신길 11 (창신동),19810924,127.0105439,37.5722122
이약국,종로구,서울특별시 종로구 지봉로 43 (창신동),19741222,127.0154387,37.5740700
태약국,종로구,서울특별시 종로구 종로 199-1 (종로4가),19880713,126.9998741,37.5711459
시민약국,종로구,서울특별시 종로구 자하문로 2 (적선동),19741028,126.9727473,37.5763638
새현대약국,종로구,서울특별시 종로구 사직로 130 38호 (적선동),19890828,126.9733437,37.5753767
유진온누리약국,마포구,"서울특별시 마포구 도화4길 73 104호 (도화동, 현대홈타운 상가동)",20121203,126.9511325,37.5387182
연약국,종로구,서울특별시 종로구 종로 137 2층 (종로3가),19821117,126.9928073,37.5707426
청자약국,종로구,서울특별시 종로구 명륜길 70 (명륜3가),19701023,126.9938647,37.5898211
동호약국,종로구,서울특별시 종로구 성균관로 53 (명륜3가),19850106,126.9964575,37.5874315
제일성모약국,동대문구,서울특별시 동대문구 약령시로 126 1층 (청량리동),20090102,127.0439635,37.5829493
한독약국,종로구,서울특별시 종로구 동숭길 52 (동숭동),19750531,127.0044499,37.5805788
대경약국,종로구,서울특별시 종로구 종로51나길 2 (창신동),20061222,127.0122924,37.5726665
보건약국,노원구,"서울특별시 노원구 노원로 333 104호 (중계동, 시영3단지상가)",19911227,127.0697643,37.6465817
강남메디칼약국,서초구,"서울특별시 서초구 방배로 174 1층 (방배동, 태창빌딩)",20161101,126.9930611,37.4891828
정성약국,종로구,서울특별시 종로구 종로 399 (숭인동),19761119,127.0215975,37.5751475
양산동해물약국,광주북구,광주광역시 북구 임방울대로 1063 (용두동),20150410,126.8736157,35.2119034
태평양약국,광주북구,광주광역시 북구 우치로 68 (중흥동),20031229,126.9127987,35.1733004
혜림약국,광주동구,광주광역시 동구 지호로 69 (지산동),19980310,126.9364441,35.1477682
도움온누리약국,광주서구,광주광역시 서구 상무대로 1064 1층 (화정동),20130425,126.8783346,35.1520269
장원온누리약국,광주북구,광주광역시 북구 서방로 89 (우산동),20111128,126.9223576,35.1712562
일양약국,광주북구,광주광역시 북구 설죽로370번길 26 1층 (오치동),20181101,126.9014308,35.1932850
광주시민약국,광주동구,광주광역시 동구 제봉로 52 (남동),20070102,126.9210518,35.1431175
미보약국,광주동구,광주광역시 동구 구성로 222-1 (대인동),19760728,126.9163217,35.1546795
광주제일약국,광주동구,광주광역시 동구 남문로 642 (소태동),20000908,126.9307634,35.1281846
튼튼한약국,광주북구,광주광역시 북구 비엔날레로 75 1층 (용봉동),20031111,126.8897874,35.1784736
건강약국,영암군,전라남도 영암군 영암읍 동문로 5 (영암읍),20101029,126.7024397,34.7961691
대한약국,무안군,전라남도 무안군 청계면 청계중앙길 8 8,20020319,126.4291779,34.9102321
온누리예스약국,광주광산구,광주광역시 광산구 수등로 258 (신가동),20011030,126.8372860,35.1849387
국제약국,광주북구,광주광역시 북구 무등로 51 (운암동),19870115,126.8899658,35.1695101
첨단약국,광주광산구,"광주광역시 광산구 월계로 117-32 1동 107호 (월계동, 라인1차아파트상가)",19950623,126.8406204,35.2163601
노벨약국,광주북구,광주광역시 북구 제봉로 295 1층 (중흥동),20060802,126.9100326,35.1606717
영암약국,영암군,전라남도 영암군 영암읍 오리정길 2 (영암읍),20020104,126.7010113,34.7950494
화인약국,광주남구,광주광역시 남구 백운로 110 (백운동),19801020,126.9066564,35.1428980
도아약국,광주서구,광주광역시 서구 화정로 250 1층 (화정동),19801020,126.8842632,35.1473303
남방약국,광주서구,광주광역시 서구 화정로 109 1층 (쌍촌동),19801020,126.8692846,35.1452790
청풍기독약국,광주남구,광주광역시 남구 양림로 40 (양림동),19811125,126.9134052,35.1365514
평동약국,광주광산구,광주광역시 광산구 평동로 773 (옥동),20010423,126.7590624,35.1253745
광민약국,광주남구,광주광역시 남구 봉주길 3 (월산동),19960206,126.8936030,35.1371530
현대약국,광주서구,광주광역시 서구 무진대로 904 (광천동),19820428,126.8798732,35.1605756
재성약국,광주서구,광주광역시 서구 월드컵4강로28번길 56 (화정동),19990707,126.8822513,35.1410824
한빛약국,광주남구,광주광역시 남구 회서로22번나길 4 (주월동),20190827,126.8928991,35.1305187
새서울약국,나주시,전라남도 나주시 금천면 금영로 942 (),20181001,126.7539528,35.0314878
원약국,광주동구,광주광역시 동구 필문대로 186 (산수동),20000829,126.9313943,35.1542364
맑은샘약국,광주서구,광주광역시 서구 마륵복개로 91 1층 (마륵동),20090325,126.8491794,35.1461700
춘원당약국,광주북구,광주광역시 북구 경열로 185 (유동),19680926,126.9042131,35.1567207
다나약국,화순군,전라남도 화순군 화순읍 중앙로 19 (화순읍),19920813,126.9836170,35.0605801
명지약국,광주북구,광주광역시 북구 무등로 102 (신안동),19790302,126.8951498,35.1677444
홍제약국,광주서구,광주광역시 서구 상무대로 990 (쌍촌동),20001121,126.8700844,35.1513695
우리사랑약국,광주서구,광주광역시 서구 군분2로 6 1층 (화정동),20060414,126.8814091,35.1533532
고명약국,광주북구,광주광역시 북구 면앙로 179 (두암동),19830722,126.9312959,35.1758031
말바우약국,광주북구,광주광역시 북구 동문대로 129 1층 (우산동),20021202,126.9260851,35.1746538
하윤약국,부산사하구,부산광역시 사하구 낙동대로 410 1층일부층 (당리동),20131202,128.9735561,35.1038959
행복약국,부산진구,부산광역시 부산진구 범일로 190 (범천동),20131202,129.0599598,35.1469592
새대한약국,부산연제구,부산광역시 연제구 월드컵대로 54 (연산동),20131226,129.0848595,35.1794027
행복약국,부산남구,부산광역시 남구 석포로 34 (감만동),20140114,129.0851198,35.1223265
심약국,부산중구,부산광역시 중구 대청로 81 (대청동3가),20140203,129.0288080,35.1031213
수영건강약국,부산수영구,부산광역시 수영구 수영로 669 1층 (광안동),20150504,129.1144798,35.1655750
사랑약국,부산진구,부산광역시 부산진구  가야대로 459 (개금동),20140207,129.0223631,35.1536074
미소약국,부산강서구,"부산광역시 강서구 과학산단로306번길 10 115동 201호 (지사동, 협성 · DS 엘리시안)",20180102,128.8382549,35.1499834
하나약국,부산금정구,"부산광역시 금정구 수림로 13 1층 (부곡동, 동원빌딩)",20170717,129.0909312,35.2392770
명륜메디칼약국,부산동래구,부산광역시 동래구 동래로 25 1층 102호 (온천동),20171017,129.0783891,35.2124728
튼튼약국,부산기장군,부산광역시 기장군 정관읍 정관로 615 (),20140331,129.1809002,35.3200363
삼한메디칼약국,부산진구,"부산광역시 부산진구 서면로 25 105호 (부전동, 서면삼한골든뷰)",20140409,129.0572714,35.1529566
스타약국,부산동래구,"부산광역시 동래구 충렬대로 449 (안락동, 좋은날에드라마여성병원)",20170602,129.1075892,35.1960934
화명열린약국,부산북구,부산광역시 북구 금곡대로 312 3층 (화명동),20150105,129.0143479,35.2359862
도리약국,부산동래구,부산광역시 동래구 아시아드대로 142 사직빌딩 (사직동),20181203,129.0075388,35.2205572
고려약국,부산진구,부산광역시 부산진구 중앙대로 733 (부전동),20170601,129.0591998,35.1584483
수민약국,부산서구,부산광역시 서구 대신공원로 29-1 (서대신동3가),20150330,129.0166572,35.1206064
미래약국,부산수영구,부산광역시 수영구 수영로 386-1 1층 (남천동),20150401,129.1071511,35.1409225
큰사랑약국,부산기장군,부산광역시 기장군 정관면 정관로 570 209호,20150420,129.1803122,35.325545
제일약국,부산동구,부산광역시 동구 망양로 623 (초량동),20150506,129.0346639,35.1259389
온누리요셉약국,광주서구,광주광역시 서구 상무중앙로 57 1층 105호 (치평동),19980304,126.8478081,35.1521366
오치우리약국,광주북구,광주광역시 북구 설죽로 319 (매곡동),20031217,126.8985581,35.1881194
백초당약국,광주광산구,광주광역시 광산구 도산로 6 (도산동),20030801,126.7919791,35.1289792
정성약국,곡성군,전라남도 곡성군 옥과면 대학로 191 (옥과면),20081008,127.1401411,35.2767893
가든약국,순천시,전라남도 순천시 장명로 47 (장천동),20001019,127.4892267,34.9511501
송정백제약국,광주광산구,광주광역시 광산구 내상로 25 (송정동),19940325,126.7964361,35.1394221
보건당약국,나주시,"전라남도 나주시 남교1길 1 (이창동, 보건당약국)",20130430,126.7145457,34.9959541
온사랑약국,광주광산구,광주광역시 광산구 임방울대로 134 (운남동),19890412,126.8178355,35.1730364
미보약국,목포시,전라남도 목포시 동명주택길 1 (산정동),19741108,126.3972380,34.7903312
성모약국,목포시,전라남도 목포시 번화로 39-1 (중앙동1가),19701116,126.3838193,34.7865008
유한약국,신안군,전라남도 신안군 임자면 임자로 146 (임자면),20030612,126.1071864,35.0864667
성남약국,목포시,전라남도 목포시 용당로 197 (용당동),19790605,126.3984016,34.8046035
대진약국,목포시,"전라남도 목포시 용당로 281 (용해동, 종원빌딩)",20031030,126.3990788,34.8123212
한마음약국,목포시,전라남도 목포시 백년대로 331-1 (상동),20180102,126.4234796,34.8055906
가나약국,목포시,전라남도 목포시 영산로 343 1층 (용당동),20190513,126.4028925,34.8062438
서울약국,신안군,전라남도 신안군 압해읍 압해로 872 (압해읍),20010515,126.3137470,34.8651685
구세약국,목포시,전라남도 목포시 영산로 485 (상동),19871204,126.4166463,34.8093958
삼일약국,목포시,전라남도 목포시 삼학로 20 (호남동),20160711,126.3878538,34.7900636
삼호약국,영암군,전라남도 영암군 삼호읍 삼호중앙로 164 (삼호읍),20061226,126.4687232,34.7452899
조약국,목포시,전라남도 목포시 양을로 145 (산정동),19890220,126.3862765,34.8095471
대웅약국,목포시,전라남도 목포시 옥암로 106-1 (옥암동),19871023,126.4261277,34.8086129
하당금호약국,목포시,전라남도 목포시 백년대로 295 (상동),20081231,126.4199762,34.8039716
신광약국,여수시,전라남도 여수시 동문로 101-1 (공화동),19761116,127.7424984,34.7457566
호남약국,여수시,전라남도 여수시 좌수영로 9 (서교동),19790928,127.7276030,34.7412766
로타리약국,여수시,전라남도 여수시 여서로 164-1 (여서동),20070201,127.7000508,34.7480041
대성약국,여수시,전라남도 여수시 중앙로 24-1 (교동),19770503,127.7302492,34.7401603
다산약국,여수시,전라남도 여수시 시청로 52 (학동),19861216,127.6631117,34.7661041
남산약국,여수시,전라남도 여수시 신월로 712-1 (봉산동),20160418,127.7199183,34.7340012
백수약국,여수시,전라남도 여수시 중앙로 7-1 (서교동),19870120,127.7285515,34.7406134
여수진남약국,여수시,전라남도 여수시 좌수영로 47-1 (광무동),20070201,127.7281528,34.7447121
중앙약국,순천시,전라남도 순천시 중앙로 82 (장천동),19921221,127.4841212,34.9528297
녹십자약국,신안군,전라남도 신안군 흑산면 예리1길 68-4 (흑산면),19920304,125.4443382,34.6845328
남해약국,여수시,전라남도 여수시 쌍봉로 27-1 (학동),19850207,127.6590936,34.7667931
동아약국,순천시,전라남도 순천시 팔마로 12-1 (장천동),20011121,127.4897550,34.9465330
승주동아약국,순천시,전라남도 순천시 승주읍 승주로 706 (승주읍),20020224,127.3868292,35.0138062
온누리보민당약국,광주남구,"광주광역시 남구 광복마을4길 9-1 101호 (진월동, 한신2차상가)",19971209,126.8973422,35.1203207
승주약국,순천시,전라남도 순천시 순광로 209 (조례동),20061211,127.5411567,34.9635939
세명약국,순천시,전라남도 순천시 호남길 3 (행동),20061218,127.4837284,34.9569146
전남약국,순천시,전라남도 순천시 비봉2길 7 (조례동),19851129,127.5212247,34.9718830
메디팜프라자약국,순천시,전라남도 순천시 연향중앙상가길 27 (연향동),20050805,127.5201042,34.9512233
아랫장약국,순천시,전라남도 순천시 팔마로 48 1층 (인제동),20000904,127.4935220,34.9462286
샛별약국,나주시,전라남도 나주시 월정1길 41 (빛가람동),20160211,126.7872957,35.0097379
온누리백제약국,나주시,전라남도 나주시 동점문길 5 (중앙동),19881224,126.7221334,35.0344452
건강약국,강진군,전라남도 강진군 강진읍 영랑로3길 29-1 (강진읍),19780404,126.7711690,34.6396354
광제당약국,해남군,전라남도 해남군 현산면 현산북평로 106 (광제당약국),20160503,126.5533752,34.4581653
신약국,고흥군,전라남도 고흥군 도양읍 비봉로 153 (도양읍),19710728,127.1351131,34.5274282
중앙약국,고흥군,전라남도 고흥군 고흥읍 학교길 66 (고흥읍),19730927,127.2885787,34.6085041
대한약국,광주남구,광주광역시 남구 양림로 39-1 (양림동),20000629,126.9132659,35.1370571
인애약국,광주광산구,광주광역시 광산구 첨단중앙로182번길 16 (쌍암동),20040105,126.8430333,35.2217247
부부약국,고흥군,전라남도 고흥군 고흥읍 고흥로 1754 (고흥읍),20090622,127.2859500,34.6073840
소망약국,목포시,전라남도 목포시 용당로 53 (산정동),20070326,126.4018737,34.7924049
새롬약국,영광군,전라남도 영광군 영광읍 옥당로 150 (영광읍),20070423,126.5016555,35.2754621
새알파약국,여수시,전라남도 여수시 동문로 63 (관문동),20070528,127.7404260,34.7426519
여수중앙약국,여수시,전라남도 여수시 중앙로 61-2 (교동),20070605,127.7344980,34.7402983
광장약국,광주남구,광주광역시 남구 양림로 20 (양림동),20140123,126.9119133,35.1356657
새종로약국,영광군,전라남도 영광군 영광읍 신남로 191-1 191,20070801,126.5029393,35.2761361
동민약국,광주광산구,"광주광역시 광산구 장신로 82 106호 (장덕동, 보강빌딩)",20111226,126.8187481,35.1904468
옵티마장수약국,고흥군,전라남도 고흥군 도양읍 차경구렁목길 225 (도양읍),20150216,127.1449868,34.5456720
첨단대림약국,광주광산구,광주광역시 광산구 첨단중앙로182번길 28 1층 (쌍암동),20180920,126.8443685,35.2217034
소망약국,광주남구,광주광역시 남구 금당로 30 (진월동),20071227,126.8963133,35.1195176
약손약국,광주광산구,광주광역시 광산구 첨단월봉로 98 (산월동),20180709,126.8492343,35.2064321
대명약국,나주시,전라남도 나주시 공산면 공산로 104 (),20080123,126.6102333,34.9415586
미래 온누리 약국,담양군,전라남도 담양군 담양읍 지침3길 5 (),20080229,126.9840251,35.3158362
참약국,담양군,전라남도 담양군 담양읍 객사2길 10 (담양읍),20080304,126.9827062,35.3224876
지원약국,광주동구,광주광역시 동구 학소로 134 (학동),20080407,126.9323226,35.1314724
푸른약국,광주서구,광주광역시 서구 화운로199번길 28 1층 (내방동),20080701,126.8737674,35.1570089
연세약국,목포시,전라남도 목포시 원산중앙로 59 (산정동),20080801,126.3780134,34.8101073
소망약국,여수시,전라남도 여수시 소라면 죽림로 15 (),20080912,127.6395937,34.7623140
온누리이화당약국,광주남구,광주광역시 남구 서문대로654번길 4 1층 (진월동),20080929,126.8991000,35.1173990
횃불약국,해남군,전라남도 해남군 문내면 동영길 29-4 (문내면),20150312,126.3114252,34.5975493
다시봄약국,광주서구,광주광역시 서구 금화로 71 미미빌딩 1층 (금호동),20190529,126.8566002,35.1324863
해남온누리약국,해남군,전라남도 해남군 해남읍 중앙1로 2-14 103호,20170315,126.6075850,34.5718093
미지원약국,광주서구,광주광역시 서구 금화로 59 (금호동),20170102,126.8554512,35.1323118
스타약국,순천시,전라남도 순천시 해룡면 향매로 99 SM빌딩 1층,20190510,127.5502658,34.9335454
백림약국,광주북구,광주광역시 북구 필문대로 85 (풍향동),20180102,126.9287045,35.1624922
광주약국,화순군,전라남도 화순군 화순읍 자치샘로 19 (화순읍),20110414,126.9834496,35.0625999
푸른약국,영암군,전라남도 영암군 영암읍 동문로 8 (영암읍),20091228,126.7027441,34.7967603
서울약국,담양군,전라남도 담양군 담양읍 죽녹원로 53 (담양읍),19971208,126.9849691,35.3197085
한마음약국,보성군,전라남도 보성군 벌교읍 남하로 8 (벌교읍),20140228,127.3446305,34.8343547
어등산약국,광주광산구,광주광역시 광산구 하남대로 215 (신가동),20150914,126.8172767,35.1798333
무등산약국,광주서구,광주광역시 서구 상무대로 1062 (화정동),19990712,126.8781163,35.1519966
새약국,보성군,전라남도 보성군 조성면 조성로 103 (조성면),19690911,127.2460174,34.8076417
김약국,보성군,전라남도 보성군 보성읍 현충로 96 (보성읍),19861215,127.0821816,34.7677312
보일약국,보성군,전라남도 보성군 보성읍 현충로 109 (보성읍),19770613,127.0832460,34.7686526
영광약국,영광군,전라남도 영광군 영광읍 신남로 181 (영광읍),19870702,126.5018959,35.2761918
정신약국,영암군,전라남도 영암군 영암읍 중앙로 25 (영암읍),19610730,126.6969094,34.7988789
독일약국,영암군,전라남도 영암군 학산면 독천로 187 187,19710707,126.5695469,34.7257991
새금일약국,완도군,전라남도 완도군 금일읍 금일로 391 (),19841114,127.0292667,34.3493135
수미약국,장성군,전라남도 장성군 장성읍 영천로 176 (장성읍),19880420,126.7831347,35.3007692
제일약국,진도군,전라남도 진도군 고군면 오일시1길 39 (고군면),19650804,126.3137891,34.5013109
수완푸른숲약국,광주광산구,광주광역시 광산구 왕버들로 222 (수완동),20050421,126.8338407,35.1977828
수영약국,해남군,전라남도 해남군 문내면 우수영로 10-51 (문내면),19631001,126.3118960,34.5969370
대흥약국,해남군,전라남도 해남군 북일면 만월길 24 (북일면),20020430,126.6727485,34.4639532
