지역,학교명,학급수,학생수,교사수
전라남도 순천시,순천남산초등학교,40,1107,47
전라남도 순천시,순천남초등학교,13,243,17
전라남도 순천시,순천도사초등학교,10,182,12
전라남도 순천시,순천봉화초등학교,12,289,14
전라남도 순천시,순천부영초등학교,27,632,30
전라남도 순천시,순천북초등학교,18,437,21
전라남도 순천시,순천비봉초등학교,20,504,22
전라남도 순천시,순천삼산초등학교,7,110,9
전라남도 순천시,순천성남초등학교,14,262,15
전라남도 순천시,순천성동초등학교,12,285,16
전라남도 순천시,순천신흥초등학교,21,524,25
전라남도 순천시,순천연향초등학교,18,417,23
전라남도 순천시,순천왕조초등학교,15,327,17
전라남도 순천시,순천왕지초등학교,30,804,35
전라남도 순천시,순천용당초등학교,32,817,36
전라남도 순천시,순천율산초등학교,32,818,38
전라남도 순천시,순천이수초등학교,17,398,20
전라남도 순천시,순천인안초등학교,6,104,7
전라남도 순천시,순천조례초등학교,23,526,28
전라남도 순천시,순천중앙초등학교,13,305,16
전라남도 순천시,승주초등학교,6,49,9
전라남도 순천시,외서초등학교,6,49,7
전라남도 순천시,월등초등학교,6,34,7
전라남도 순천시,주암초등학교,6,43,7
전라남도 순천시,창촌초등학교,5,15,6
전라남도 순천시,팔마초등학교,23,577,29
전라남도 순천시,해룡초등학교,8,95,9
전라남도 순천시,황전초등학교,7,44,8
전라남도 신안군,가거도초등학교,3,7,3
전라남도 신안군,도초초등학교,7,73,9
전라남도 신안군,비금동초등학교,7,27,8
전라남도 신안군,비금초등학교,6,83,7
전라남도 신안군,신의초등학교,6,56,8
전라남도 신안군,안좌초등학교,7,55,8
전라남도 신안군,암태초등학교,6,40,8
전라남도 신안군,압해동초등학교,6,55,7
전라남도 신안군,압해서초등학교,7,34,8
전라남도 신안군,압해초등학교,7,71,9
전라남도 신안군,임자남초등학교,7,39,8
전라남도 신안군,임자초등학교,6,78,7
전라남도 신안군,자은초등학교,6,62,7
전라남도 신안군,장산초등학교,6,39,7
전라남도 신안군,증도초등학교,6,31,7
전라남도 신안군,지도초등학교,7,118,9
전라남도 신안군,팔금초등학교,6,30,8
전라남도 신안군,하의초등학교,7,44,8
전라남도 신안군,흑산초등학교,6,42,7
전라남도 여수시,거문초등학교,4,21,5
전라남도 여수시,경호초등학교,7,39,9
전라남도 여수시,관기초등학교,7,87,8
전라남도 여수시,나진초등학교,7,42,9
전라남도 여수시,도원초등학교,42,1103,50
전라남도 여수시,돌산초등학교,7,33,8
전라남도 여수시,상암초등학교묘도분교장,5,17,6
전라남도 여수시,무선초등학교,18,427,21
전라남도 여수시,백초초등학교,6,31,7
전라남도 여수시,봉덕초등학교,6,25,7
전라남도 여수시,상암초등학교,7,79,8
전라남도 여수시,소라초등학교,7,81,8
전라남도 여수시,소호초등학교,16,412,19
전라남도 여수시,시전초등학교,13,312,16
전라남도 여수시,쌍봉초등학교,16,383,18
전라남도 여수시,안일초등학교,5,21,7
전라남도 여수시,여도초등학교,22,615,25
전라남도 여수시,여수구봉초등학교,12,205,15
전라남도 여수시,여수남산초등학교,6,48,7
전라남도 여수시,여수남초등학교,12,204,14
전라남도 여수시,여수동초등학교,14,246,18
전라남도 여수시,여수문수초등학교,7,149,8
전라남도 여수시,여수미평초등학교,21,489,24
전라남도 여수시,여수봉산초등학교,6,42,7
전라남도 여수시,여수부영초등학교,29,750,35
전라남도 여수시,여수북초등학교,7,71,8
전라남도 여수시,여수서초등학교,12,208,16
전라남도 여수시,여수신월초등학교,20,550,23
전라남도 여수시,여수양지초등학교,20,470,24
전라남도 여수시,여수여문초등학교,19,479,23
전라남도 여수시,여수종고초등학교,16,405,18
전라남도 여수시,여수좌수영초등학교,19,427,22
전라남도 여수시,여수중앙초등학교,10,187,13
전라남도 여수시,여수진남초등학교,7,112,8
전라남도 여수시,여수한려초등학교,26,658,33
전라남도 여수시,여안초등학교,1,3,1
전라남도 여수시,여천초등학교,23,588,27
전라남도 여수시,연도초등학교,1,4,1
전라남도 여수시,화양초등학교,7,43,8
전라남도 여수시,화정초등학교,5,25,6
전라남도 여수시,화태초등학교,1,1,1
전라남도 영광군,군남초등학교,7,51,8
전라남도 영광군,군서초등학교,6,43,7
전라남도 영광군,염산초등학교낙월분교장,2,4,2
전라남도 영광군,대마초등학교,7,36,8
전라남도 영광군,백수서초등학교,5,20,6
전라남도 영광군,백수초등학교,6,68,7
전라남도 영광군,법성포초등학교,10,134,12
전라남도 영광군,불갑초등학교,6,40,7
전라남도 영광군,염산초등학교,7,81,8
전라남도 영광군,영광중앙초등학교,20,493,24
전라남도 영광군,영광초등학교,38,873,44
전라남도 영광군,홍농서초등학교,6,45,7
전라남도 영광군,홍농초등학교,17,330,18
전라남도 영암군,구림초등학교,7,62,8
전라남도 영암군,금정초등학교,6,32,7
전라남도 영암군,대불초등학교,12,280,16
전라남도 영암군,덕진초등학교,6,36,7
전라남도 영암군,도포초등학교,6,28,9
전라남도 영암군,독천초등학교,7,78,8
전라남도 영암군,미암초등학교,6,32,6
전라남도 영암군,삼호서초등학교,20,458,22
전라남도 영암군,삼호중앙초등학교,29,660,33
전라남도 영암군,서창초등학교,6,47,7
전라남도 영암군,시종초등학교,6,57,7
전라남도 영암군,신북초등학교,7,105,8
전라남도 영암군,영암초등학교,21,482,26
전라남도 영암군,용당초등학교,7,76,8
전라남도 영암군,장천초등학교,6,32,7
전라남도 영암군,학산초등학교,7,34,8
전라남도 완도군,고금초등학교,9,150,10
전라남도 완도군,군외초등학교,7,40,8
전라남도 완도군,금당초등학교,5,24,6
전라남도 완도군,금일동초등학교,6,35,7
전라남도 완도군,금일초등학교,6,67,7
전라남도 완도군,넙도초등학교,5,23,6
전라남도 완도군,노화북초등학교,6,78,7
전라남도 완도군,노화중앙초등학교,6,78,7
전라남도 완도군,노화초등학교,7,132,8
전라남도 완도군,보길동초등학교,7,63,8
전라남도 완도군,보길초등학교,6,92,7
전라남도 완도군,생영초등학교,4,17,5
전라남도 완도군,소안초등학교,6,94,7
전라남도 완도군,신지동초등학교,4,20,5
전라남도 완도군,신지초등학교,6,56,7
전라남도 완도군,약산초등학교,6,56,7
전라남도 완도군,완도중앙초등학교,29,699,34
전라남도 완도군,완도초등학교,15,253,18
전라남도 완도군,청산초등학교,6,38,7
전라남도 완도군,청해초등학교,7,66,10
전라남도 완도군,화흥초등학교,6,39,7
전라남도 장성군,동화초등학교,7,40,8
전라남도 장성군,북이초등학교,7,54,8
전라남도 장성군,북일초등학교,7,28,8
전라남도 장성군,분향초등학교,7,86,8
전라남도 장성군,사창초등학교,26,501,30
전라남도 장성군,삼서초등학교,6,78,7
전라남도 장성군,서삼초등학교,7,29,8
전라남도 장성군,약수초등학교,6,38,7
전라남도 장성군,월평초등학교,10,165,12
전라남도 장성군,장성성산초등학교,7,85,8
전라남도 장성군,장성중앙초등학교,23,516,26
전라남도 장성군,진원동초등학교,7,78,8
전라남도 장성군,진원초등학교,12,209,14
전라남도 장흥군,관산남초등학교,6,34,7
전라남도 장흥군,관산초등학교,7,100,7
전라남도 장흥군,대덕초등학교,7,113,9
전라남도 장흥군,명덕초등학교,5,21,6
전라남도 장흥군,부산초등학교,7,37,8
전라남도 장흥군,안양동초등학교,3,8,4
전라남도 장흥군,안양초등학교,6,39,7
전라남도 장흥군,용산초등학교,6,48,7
전라남도 장흥군,유치초등학교,6,32,7
전라남도 장흥군,장동초등학교,6,28,6
전라남도 장흥군,장평초등학교,4,21,5
전라남도 장흥군,장흥남초등학교,7,78,8
전라남도 장흥군,장흥서초등학교,6,82,7
전라남도 장흥군,장흥초등학교,31,750,41
전라남도 장흥군,회진초등학교,6,63,7
전라남도 진도군,고성초등학교,7,50,8
전라남도 진도군,군내북초등학교,6,34,7
전라남도 진도군,금성초등학교,6,27,7
전라남도 진도군,석교초등학교,7,57,8
전라남도 진도군,오산초등학교,6,82,8
전라남도 진도군,의신초등학교,6,49,7
전라남도 진도군,조도초등학교,6,54,7
전라남도 진도군,지산초등학교,6,77,7
전라남도 진도군,진도서초등학교,7,29,8
전라남도 진도군,진도초등학교,32,705,37
전라남도 함평군,기산초등학교,6,42,8
전라남도 함평군,나산초등학교,7,65,8
전라남도 함평군,손불서초등학교,6,28,7
전라남도 함평군,손불초등학교,6,49,7
전라남도 함평군,신광초등학교,6,24,7
전라남도 함평군,엄다초등학교,6,32,7
전라남도 함평군,월야초등학교,8,111,9
전라남도 함평군,학다리중앙초등학교,7,109,8
전라남도 함평군,함평초등학교,19,408,25
전라남도 함평군,해보초등학교,7,70,9
전라남도 함평군,대동향교초등학교,6,64,7
전라남도 해남군,계곡초등학교,6,35,7
전라남도 해남군,마산초등학교,7,38,7
전라남도 해남군,북일초등학교,6,29,7
전라남도 해남군,북평초등학교,6,69,7
전라남도 해남군,산이서초등학교,6,61,7
전라남도 해남군,산이초등학교,6,50,7
전라남도 해남군,삼산초등학교,7,34,8
전라남도 해남군,송지초등학교,8,127,9
전라남도 해남군,송호초등학교,7,39,8
전라남도 해남군,어란진초등학교,7,30,8
전라남도 해남군,옥천초등학교,7,79,8
전라남도 해남군,우수영초등학교,8,129,8
전라남도 해남군,해남동초등학교,46,1142,54
전라남도 해남군,해남서초등학교,23,538,28
전라남도 해남군,현산남초등학교,5,17,6
전라남도 해남군,현산초등학교,6,40,6
전라남도 해남군,화산초등학교,7,43,8
전라남도 해남군,화원초등학교,7,98,9
전라남도 해남군,황산초등학교,7,125,7
전라남도 화순군,능주초등학교,6,81,7
전라남도 화순군,도곡중앙초등학교,5,32,6
전라남도 화순군,도곡초등학교,6,74,7
전라남도 화순군,동면초등학교,7,69,8
전라남도 화순군,동복초등학교,6,26,7
전라남도 화순군,사평초등학교,7,42,9
전라남도 화순군,아산초등학교,6,26,8
전라남도 화순군,화순초등학교이서분교장,3,11,3
전라남도 화순군,이양초등학교,5,21,6
전라남도 화순군,천태초등학교,6,24,7
전라남도 화순군,청풍초등학교,4,17,4
전라남도 화순군,춘양초등학교,7,45,8
전라남도 화순군,한천초등학교,6,30,7
전라남도 화순군,화순만연초등학교,29,699,35
전라남도 화순군,화순오성초등학교,12,187,14
전라남도 화순군,화순제일초등학교,25,575,29
전라남도 화순군,화순초등학교,37,918,43
전라남도 진도군,의신초등학교접도분교장,3,9,3
전라남도 진도군,조도초등학교관사분교장,1,1,1
전라남도 진도군,의신초등학교모도분교장,3,5,3
전라남도 무안군,일로초등학교청망분교장,3,8,3
전라남도 순천시,송산초등학교,6,100,7
전라남도 여수시,소라초등학교소라남분교장,6,36,7
전라남도 여수시,안일초등학교백야분교장,2,8,2
전라남도 여수시,거문초등학교손죽분교장,1,2,1
전라남도 여수시,화태초등학교두라분교장,1,2,1
전라남도 해남군,서정초등학교,6,53,7
전라남도 고흥군,녹동초등학교시산분교장,3,6,3
전라남도 신안군,흑산초등학교장도분교장,1,1,1
전라남도 신안군,흑산초등학교흑산동분교장,2,6,2
전라남도 신안군,흑산초등학교흑산북분교장,1,1,1
전라남도 신안군,안좌초등학교자라분교장,1,2,1
전라남도 진도군,조도초등학교거차분교장,3,8,3
전라남도 진도군,진도서초등학교가사도분교장,2,6,3
전라남도 영광군,묘량중앙초등학교,8,78,9
전라남도 목포시,목포유달초등학교달리분교장,1,2,1
전라남도 여수시,소라초등학교사곡분교장,2,6,2
전라남도 여수시,소라초등학교신흥분교장,1,3,1
전라남도 여수시,율촌초등학교상봉분교장,2,4,2
전라남도 구례군,토지초등학교연곡분교장,2,4,2
전라남도 고흥군,남양초등학교우도분교장,1,1,1
전라남도 고흥군,녹동초등학교소록도분교장,3,11,3
전라남도 순천시,승주초등학교죽학분교장,3,10,3
전라남도 순천시,황전북초등학교회덕분교장,2,7,2
전라남도 여수시,거문초등학교동도분교장,2,11,2
전라남도 여수시,소라초등학교여자분교장,1,3,1
전라남도 여수시,율촌초등학교,7,126,9
전라남도 해남군,마산초등학교용전분교장,4,17,5
전라남도 신안군,흑산초등학교영산분교장,1,2,1
전라남도 신안군,흑산초등학교홍도분교장,3,9,3
전라남도 진도군,조도초등학교대마분교장,2,3,2
전라남도 완도군,청산초등학교모도분교장,2,4,2
전라남도 완도군,넙도초등학교서리분교장,1,3,1
전라남도 여수시,신풍초등학교,6,47,8
전라남도 여수시,여남초등학교,7,37,8
전라남도 여수시,화태초등학교월호분교장,1,2,1
전라남도 목포시,목포미항초등학교,13,324,15
전라남도 목포시,목포서해초등학교,24,590,27
전라남도 여수시,신기초등학교,19,474,22
전라남도 광양시,광양용강초등학교,26,631,31
전라남도 광양시,광양칠성초등학교,25,580,27
전라남도 순천시,순천향림초등학교,9,192,10
전라남도 여수시,안심초등학교,26,681,31
전라남도 여수시,동백초등학교,19,438,22
전라남도 목포시,목포용해초등학교,35,930,43
전라남도 목포시,목포항도초등학교,33,942,38
전라남도 목포시,목포석현초등학교,37,1000,43
전라남도 광양시,광양백운초등학교,26,689,30
전라남도 여수시,성산초등학교,14,273,17
전라남도 목포시,목포애향초등학교,31,805,34
전라남도 무안군,남악초등학교,45,1250,51
전라남도 순천시,순천풍덕초등학교,16,391,19
전라남도 목포시,목포옥암초등학교,39,1019,45
전라남도 목포시,목포영산초등학교,30,819,34
전라남도 무안군,오룡초등학교,57,1600,65
전라남도 나주시,한아름초등학교,22,461,25
전라남도 여수시,웅천초등학교,36,1044,41
전라남도 여수시,죽림초등학교,39,1052,46
전라남도 순천시,순천왕운초등학교,34,1005,36
전라남도 나주시,빛가람초등학교,39,1060,44
전라남도 순천시,매안초등학교,46,1352,53
전라남도 목포시,목포부주초등학교,32,901,36
전라남도 목포시,목포백련초등학교,26,692,29
전라남도 여수시,여수송현초등학교,22,506,25
전라남도 나주시,라온초등학교,29,656,33
전라남도 순천시,좌야초등학교,36,937,41
전라남도 순천시,신대초등학교,32,927,39
전라남도 나주시,빛누리초등학교,38,1006,43
경상북도 안동시,대구교육대학교안동부설초등학교,19,429,22
경상북도 경산시,경산동부초등학교,22,540,26
경상북도 경산시,경산서부초등학교,21,500,28
경상북도 경산시,경산중앙초등학교,14,275,19
경상북도 경산시,경산초등학교,15,382,17
경상북도 경산시,계당초등학교,7,47,8
경상북도 경산시,금락초등학교,26,651,32
경상북도 경산시,남산초등학교,6,106,9
경상북도 경산시,남성초등학교,8,87,10
경상북도 경산시,남천초등학교,7,119,9
경상북도 경산시,다문초등학교,7,52,8
경상북도 경산시,대동초등학교,6,27,8
경상북도 경산시,부림초등학교,14,271,17
경상북도 경산시,경산압량초등학교,41,955,48
경상북도 경산시,와촌초등학교,7,62,7
경상북도 경산시,용성초등학교,7,58,8
경상북도 경산시,임당초등학교,7,118,9
경상북도 경산시,자인초등학교,7,108,9
경상북도 경산시,장산초등학교,25,614,31
경상북도 경산시,정평초등학교,37,981,49
경상북도 경산시,진량초등학교,22,510,26
경상북도 경산시,진성초등학교,8,158,11
경상북도 경산시,청천초등학교,6,66,6
경상북도 경산시,하양초등학교,34,768,41
경상북도 경산시,하주초등학교,7,69,9
경상북도 경산시,현흥초등학교,12,182,15
경상북도 경주시,감포초등학교,7,106,9
경상북도 경주시,강동초등학교,7,125,9
경상북도 경주시,건천초등학교,11,202,14
경상북도 경주시,경주초등학교,35,928,45
경상북도 경주시,계림초등학교,8,152,12
경상북도 경주시,괘릉초등학교,6,41,8
경상북도 경주시,나산초등학교,9,163,10
경상북도 경주시,나원초등학교,13,206,15
경상북도 경주시,내남초등학교,6,79,8
경상북도 경주시,동방초등학교,11,219,11
경상북도 경주시,동천초등학교,28,727,33
경상북도 경주시,모량초등학교,7,41,8
경상북도 경주시,모아초등학교,5,25,7
경상북도 경주시,모아초등학교모서분교장,3,5,3
경상북도 경주시,모화초등학교,8,167,12
경상북도 경주시,불국사초등학교,14,310,16
경상북도 경주시,사방초등학교,6,71,7
경상북도 경주시,산대초등학교,24,518,31
경상북도 경주시,서라벌초등학교,6,55,7
경상북도 경주시,석계초등학교,5,36,7
경상북도 경주시,신라초등학교,7,78,8
경상북도 경주시,아화초등학교,7,78,8
경상북도 경주시,안강제일초등학교,18,421,21
경상북도 경주시,안강초등학교,6,66,7
경상북도 경주시,양남초등학교,6,66,7
경상북도 경주시,양동초등학교,7,56,8
경상북도 경주시,양북초등학교,6,87,8
경상북도 경주시,연안초등학교,5,34,7
경상북도 경주시,영지초등학교,6,42,6
경상북도 경주시,옥산초등학교,6,54,7
경상북도 경주시,용강초등학교,24,552,30
경상북도 경주시,용황초등학교,27,747,32
경상북도 경주시,월성초등학교,9,179,14
경상북도 경주시,유림초등학교,46,1314,54
경상북도 경주시,의곡초등학교,5,22,6
경상북도 경주시,의곡초등학교일부분교장,3,8,4
경상북도 경주시,입실초등학교,15,314,18
경상북도 경주시,천북초등학교,7,80,8
경상북도 경주시,천포초등학교,6,36,8
경상북도 경주시,현곡초등학교,9,237,12
경상북도 경주시,화랑초등학교,7,73,8
경상북도 경주시,황남초등학교,33,850,37
경상북도 경주시,황성초등학교,34,860,44
경상북도 경주시,흥무초등학교,20,509,26
경상북도 고령군,개진초등학교,4,24,5
경상북도 고령군,고령초등학교,21,459,26
경상북도 고령군,다산초등학교,21,447,26
경상북도 고령군,덕곡초등학교,5,30,7
경상북도 고령군,박곡초등학교,4,26,6
경상북도 고령군,성산초등학교,6,39,7
경상북도 고령군,쌍림초등학교,7,60,8
경상북도 고령군,우곡초등학교,6,29,8
경상북도 고령군,운수초등학교,3,13,5
경상북도 구미시,고아초등학교,12,235,15
경상북도 구미시,광평초등학교,10,218,14
경상북도 구미시,구미신평초등학교,8,187,10
경상북도 구미시,구미초등학교,7,101,11
경상북도 구미시,구운초등학교,6,56,8
경상북도 구미시,구평초등학교,14,350,17
경상북도 구미시,금오초등학교,38,1060,48
경상북도 구미시,남계초등학교,6,100,8
경상북도 구미시,덕촌초등학교,6,40,8
경상북도 구미시,도개초등학교,6,37,8
경상북도 구미시,도량초등학교,17,418,20
경상북도 구미시,도산초등학교,17,398,22
경상북도 구미시,무을초등학교,6,27,8
경상북도 구미시,비산초등학교,28,718,32
경상북도 구미시,산동초등학교,10,167,13
경상북도 구미시,상모초등학교,44,1148,53
경상북도 구미시,선산초등학교,28,617,36
경상북도 구미시,선주초등학교,46,1299,55
경상북도 구미시,송정초등학교,20,535,26
경상북도 구미시,신기초등학교,7,74,10
경상북도 구미시,야은초등학교,12,275,15
경상북도 구미시,양포초등학교,29,743,36
경상북도 구미시,오태초등학교,29,766,34
경상북도 구미시,옥계초등학교,33,879,40
경상북도 구미시,옥성초등학교,4,14,6
경상북도 구미시,원남초등학교,30,777,35
경상북도 구미시,원호초등학교,33,767,42
경상북도 구미시,인동초등학교,19,440,23
경상북도 구미시,인의초등학교,25,683,30
경상북도 구미시,장천초등학교,7,81,9
경상북도 구미시,지산초등학교,7,70,9
경상북도 구미시,해평초등학교,7,71,9
경상북도 구미시,형곡초등학교,30,805,38
경상북도 구미시,형남초등학교,15,310,17
경상북도 구미시,형일초등학교,23,576,28
경상북도 구미시,황상초등학교,23,541,28
경상북도 군위군,고매초등학교,5,24,7
경상북도 군위군,군위초등학교,15,315,18
경상북도 군위군,부계초등학교,7,45,10
경상북도 군위군,의흥초등학교석산분교장,3,6,4
경상북도 군위군,송원초등학교,4,18,6
경상북도 군위군,우보초등학교,2,11,3
경상북도 군위군,의흥초등학교,7,51,10
경상북도 군위군,효령초등학교,6,29,7
경상북도 김천시,감천초등학교,7,46,8
경상북도 김천시,개령서부초등학교,6,38,7
경상북도 김천시,개령초등학교,7,44,9
경상북도 김천시,구성초등학교,4,22,5
경상북도 김천시,금릉초등학교,20,449,25
경상북도 김천시,김천다수초등학교,14,317,17
경상북도 김천시,김천동부초등학교,24,611,29
경상북도 김천시,김천모암초등학교,7,125,8
경상북도 김천시,김천부곡초등학교,25,674,31
경상북도 김천시,김천서부초등학교,7,103,8
경상북도 김천시,김천신일초등학교,20,495,25
경상북도 김천시,김천중앙초등학교,7,153,8
경상북도 김천시,김천초등학교,12,208,14
경상북도 김천시,농소초등학교,19,465,19
경상북도 김천시,아천초등학교능치분교장,3,7,4
경상북도 김천시,대덕초등학교,5,27,7
경상북도 김천시,대룡초등학교,6,35,7
경상북도 김천시,봉계초등학교,7,60,8
경상북도 김천시,지례초등학교부항분교장,3,15,4
경상북도 김천시,아천초등학교,7,62,8
경상북도 김천시,아포초등학교,13,249,16
경상북도 김천시,운곡초등학교,26,646,32
경상북도 김천시,위량초등학교,6,37,6
경상북도 김천시,조마초등학교,6,36,7
경상북도 김천시,증산초등학교,3,14,4
경상북도 김천시,지례초등학교,4,31,5
경상북도 김천시,직지초등학교,7,47,8
경상북도 김천시,봉계초등학교태화분교장,3,9,4
경상북도 문경시,가은초등학교,6,80,7
경상북도 문경시,가은초등학교희양분교장,3,12,4
경상북도 문경시,농암초등학교,6,39,7
경상북도 문경시,농암초등학교청화분교장,4,18,5
경상북도 문경시,당포초등학교,4,16,5
경상북도 문경시,동로초등학교,6,47,7
경상북도 문경시,동성초등학교,7,54,8
경상북도 문경시,모전초등학교,37,1041,44
경상북도 문경시,문경초등학교,7,115,10
경상북도 문경시,산북초등학교,6,39,7
경상북도 문경시,산북초등학교창구분교장,2,8,3
경상북도 문경시,산양초등학교,6,67,7
경상북도 문경시,신기초등학교,7,56,9
경상북도 문경시,영순초등학교,7,48,8
경상북도 문경시,용흥초등학교,6,33,7
경상북도 문경시,점촌북초등학교,6,55,7
경상북도 문경시,점촌중앙초등학교,8,89,9
경상북도 문경시,점촌초등학교,16,372,19
경상북도 문경시,호계초등학교,6,67,6
경상북도 문경시,호서남초등학교,25,652,30
경상북도 봉화군,내성초등학교,16,329,18
경상북도 봉화군,도촌초등학교,6,44,8
경상북도 봉화군,동양초등학교,5,29,7
경상북도 봉화군,명호초등학교,7,48,8
경상북도 봉화군,물야초등학교,7,37,8
경상북도 봉화군,법전중앙초등학교,6,30,7
경상북도 봉화군,봉성초등학교,4,11,6
경상북도 봉화군,봉화초등학교,8,124,10
경상북도 봉화군,상운초등학교,5,16,7
경상북도 봉화군,서벽초등학교,3,16,4
경상북도 봉화군,석포초등학교,7,117,9
경상북도 봉화군,소천초등학교,3,17,4
경상북도 봉화군,소천초등학교두음분교장,3,12,4
경상북도 봉화군,소천초등학교분천분교장,2,3,2
경상북도 봉화군,소천초등학교임기분교장,1,2,1
경상북도 봉화군,재산초등학교,5,24,7
경상북도 봉화군,춘양초등학교,7,97,8
경상북도 상주시,공검초등학교,4,25,6
경상북도 상주시,낙동동부초등학교,3,17,4
경상북도 상주시,낙동초등학교,6,62,7
경상북도 상주시,낙서초등학교,4,24,6
경상북도 상주시,모동초등학교,6,49,7
경상북도 상주시,모서초등학교,6,56,7
경상북도 상주시,백원초등학교,6,74,7
경상북도 상주시,사벌초등학교,7,53,8
경상북도 상주시,상산초등학교,21,549,25
경상북도 상주시,상영초등학교,29,783,35
경상북도 상주시,상주남부초등학교,6,85,7
경상북도 상주시,상주동부초등학교,8,53,9
경상북도 상주시,상주중앙초등학교,19,438,23
경상북도 상주시,상주초등학교,19,478,26
경상북도 상주시,옥산초등학교,7,59,8
경상북도 상주시,외남초등학교,7,68,8
경상북도 상주시,외서초등학교,5,27,7
경상북도 상주시,은척초등학교,3,15,4
경상북도 상주시,은척초등학교무릉분교장,3,14,4
경상북도 상주시,이안초등학교,6,52,7
경상북도 상주시,중동초등학교,4,21,6
경상북도 상주시,중모초등학교,6,49,7
경상북도 상주시,청리초등학교,7,67,8
경상북도 상주시,함창중앙초등학교,6,55,8
경상북도 상주시,함창초등학교,7,158,8
경상북도 상주시,화동초등학교,7,53,8
경상북도 상주시,화령초등학교,7,86,8
경상북도 상주시,화북초등학교,4,18,5
경상북도 상주시,화북초등학교용화분교장,3,6,4
경상북도 상주시,화북초등학교입석분교장,3,13,4
경상북도 성주군,가천초등학교,7,31,9
경상북도 성주군,대가초등학교,5,33,7
경상북도 성주군,대동초등학교,5,20,6
경상북도 성주군,도원초등학교,6,35,7
경상북도 성주군,벽진초등학교,7,42,8
경상북도 성주군,초전초등학교봉소분교장,3,9,3
경상북도 성주군,선남초등학교,6,50,7
경상북도 성주군,성주중앙초등학교,13,237,17
경상북도 성주군,성주초등학교,24,523,32
경상북도 성주군,수륜초등학교,7,54,8
경상북도 성주군,용암초등학교,6,31,7
경상북도 성주군,월항초등학교,6,36,8
경상북도 성주군,월항초등학교지방분교장,4,21,5
경상북도 성주군,초전초등학교,6,92,7
경상북도 안동시,길안초등학교,6,35,8
경상북도 안동시,길안초등학교길송분교장,3,13,4
경상북도 안동시,길주초등학교,26,698,32
경상북도 안동시,남선초등학교,6,36,7
경상북도 안동시,남후초등학교,6,34,8
경상북도 안동시,녹전초등학교,3,16,5
경상북도 안동시,복주초등학교,23,559,27
경상북도 안동시,북후초등학교,6,54,7
경상북도 안동시,서선초등학교,6,38,7
경상북도 안동시,서후초등학교,2,15,4
경상북도 안동시,서후초등학교대흥분교장,3,9,4
경상북도 안동시,송천초등학교,7,98,8
경상북도 안동시,신성초등학교,6,40,7
경상북도 안동시,안동동부초등학교,7,72,8
경상북도 안동시,안동서부초등학교,28,710,33
경상북도 안동시,안동송현초등학교,38,1006,47
경상북도 안동시,안동영호초등학교,39,1040,48
경상북도 안동시,안동용상초등학교,19,451,24
경상북도 안동시,안동초등학교,8,158,10
경상북도 안동시,영가초등학교,19,455,21
경상북도 안동시,영남초등학교,13,279,17
경상북도 안동시,온혜초등학교,3,16,5
경상북도 안동시,와룡초등학교,7,71,8
경상북도 안동시,월곡초등학교,4,16,6
경상북도 안동시,월곡초등학교삼계분교장,2,6,3
경상북도 안동시,일직초등학교,7,57,8
경상북도 안동시,임동초등학교,4,20,6
경상북도 안동시,임하초등학교,5,25,7
경상북도 안동시,풍북초등학교,4,19,6
경상북도 안동시,풍산초등학교,7,103,8
경상북도 영덕군,강구초등학교,10,153,13
경상북도 영덕군,남정초등학교,5,26,7
경상북도 영덕군,병곡초등학교,6,31,6
경상북도 영덕군,영덕야성초등학교,25,587,32
경상북도 영덕군,영해초등학교,13,243,16
경상북도 영덕군,원황초등학교,4,18,6
경상북도 영덕군,지품초등학교,4,22,6
경상북도 영덕군,창수초등학교,4,18,5
경상북도 영덕군,창수초등학교인천분교장,3,11,4
경상북도 영덕군,축산항초등학교,4,21,5
경상북도 영덕군,축산항초등학교경정분교장,3,9,4
경상북도 영양군,석보초등학교,7,37,8
경상북도 영양군,수비초등학교,6,33,7
경상북도 영양군,영양중앙초등학교,7,102,8
경상북도 영양군,영양초등학교,13,251,15
경상북도 영양군,일월초등학교,5,32,6
경상북도 영양군,일월초등학교청기분교장,4,15,5
경상북도 영양군,입암초등학교,7,40,8
경상북도 영주시,남산초등학교,17,409,21
경상북도 영주시,문수초등학교,7,71,8
경상북도 영주시,봉현초등학교,7,91,8
경상북도 영주시,부석초등학교,6,53,7
경상북도 영주시,순흥초등학교,5,32,7
경상북도 영주시,안정초등학교,6,61,7
경상북도 영주시,영일초등학교,18,406,22
경상북도 영주시,영주남부초등학교,20,480,24
경상북도 영주시,영주동부초등학교,27,711,32
경상북도 영주시,영주서부초등학교,16,357,19
경상북도 영주시,영주중앙초등학교,21,490,25
경상북도 영주시,영주초등학교,7,107,10
경상북도 영주시,옥대초등학교,6,39,7
경상북도 영주시,이산초등학교,7,93,8
경상북도 영주시,장수초등학교,6,46,6
경상북도 영주시,평은초등학교,7,53,8
경상북도 영주시,풍기북부초등학교,6,49,7
경상북도 영주시,풍기초등학교,15,328,21
경상북도 영천시,거여초등학교,3,22,5
경상북도 영천시,고경초등학교,5,25,7
경상북도 영천시,금호초등학교,12,182,16
경상북도 영천시,단포초등학교,7,107,8
경상북도 영천시,대창초등학교,6,35,7
경상북도 영천시,북안초등학교,6,44,7
경상북도 영천시,신녕초등학교,6,73,8
