지역, 학교명, 1학년 학급수, 1학년 학생수, 2학년 학급수, 2학년 학생수, 3학년 학급수, 3학년 학생수
경기도 안산시 상록구,광덕고등학교,11,249,11,243,12,284
경기도 용인시 기흥구,흥덕고등학교,9,228,9,241,9,253
경기도 양주시,덕현고등학교,12,395,10,320,12,402
경기도 고양시 덕양구,서정고등학교,12,304,12,275,12,313
경기도 광명시,운산고등학교,10,269,10,249,10,265
경기도 파주시,운정고등학교,12,378,12,323,12,347
경기도 남양주시,마석고등학교,11,320,11,306,11,326
경기도 안산시 상록구,상록고등학교,13,336,13,340,13,402
경기도 남양주시,진접고등학교,12,343,12,323,12,346
경기도 평택시,청북고등학교,9,270,9,233,9,261
경기도 오산시,세마고등학교,10,290,10,278,10,294
경기도 화성시,능동고등학교,8,265,8,267,8,314
경기도 김포시,마송고등학교,8,129,8,86,8,47
경기도 의왕시,모락고등학교,8,179,8,184,8,226
경기도 광주시,경화여자English Business고등학교,5,124,5,141,5,144
경기도 안성시,경기창조고등학교,10,292,10,299,10,310
경기도 성남시 분당구,보평고등학교,8,221,8,208,8,232
경기도 성남시 분당구,운중고등학교,8,222,8,204,8,229
경기도 남양주시,가운고등학교,11,324,11,284,11,323
경기도 파주시,동패고등학교,12,378,12,330,12,346
경기도 부천시,역곡고등학교,6,143,6,130,6,128
경기도 성남시 분당구,판교고등학교,8,209,8,187,8,218
경기도 오산시,세교고등학교,10,310,10,285,10,349
경기도 용인시 기흥구,서천고등학교,9,262,9,217,9,253
경기도 용인시 수지구,성복고등학교,12,388,12,345,12,381
경기도 고양시 일산서구,대화고등학교,12,326,12,313,12,325
경기도 이천시,이현고등학교,10,264,10,271,10,302
경기도 광주시,초월고등학교,12,325,12,326,12,392
경기도 화성시,향일고등학교,8,241,8,253,8,281
경기도 남양주시,판곡고등학교,12,350,12,324,12,369
경기도 수원시 영통구,광교고등학교,10,282,10,263,10,330
경기도 수원시 팔달구,율천고등학교,6,152,6,128,6,125
경기도 고양시 일산서구,덕이고등학교,12,309,12,294,12,323
경기도 의정부시,송양고등학교,12,307,12,323,12,348
경기도 남양주시,별내고등학교,10,261,12,279,12,347
경기도 군포시,군포중앙고등학교,8,213,8,202,8,210
경기도 용인시 수지구,상현고등학교,10,322,10,300,10,318
경기도 김포시,솔터고등학교,10,330,10,254,10,212
경기도 용인시 수지구,신봉고등학교,12,369,12,322,12,355
경기도 평택시,비전고등학교,10,321,10,286,10,305
경기도 안산시 상록구,부곡고등학교,12,288,12,301,12,315
경기도 하남시,풍산고등학교,8,219,8,206,8,206
경기도 수원시 권선구,호매실고등학교,8,218,8,204,8,218
경기도 고양시 일산동구,고양국제고등학교,8,204,8,200,8,189
경기도 고양시 일산동구,저현고등학교,12,322,12,306,12,325
경기도 화성시,동탄국제고등학교,8,206,8,192,8,192
경기도 고양시 덕양구,고양동산고등학교,8,210,8,204,8,229
경기도 광명시,광휘고등학교,10,262,10,265,10,285
경기도 화성시,화성반월고등학교,9,294,9,281,9,334
경기도 오산시,매홀고등학교,10,284,10,254,10,209
경기도 수원시 권선구,수원칠보고등학교,10,273,10,250,10,288
경기도 수원시 권선구,곡정고등학교,10,257,10,229,10,289
경기도 김포시,운양고등학교,10,325,10,310,10,332
경기도 파주시,한민고등학교,13,369,13,347,13,323
경기도 고양시 덕양구,도래울고등학교,10,265,10,229,10,242
경기도 양주시,옥정고등학교,10,322,10,298,10,282
경기도 하남시,미사고등학교,8,222,8,204,8,203
경기도 화성시,한백고등학교,10,351,10,339,10,394
경기도 화성시,동탄중앙고등학교,10,333,10,321,10,374
경기도 수원시 영통구,이의고등학교,12,331,12,304,12,365
경기도 김포시,김포제일고등학교,12,365,12,345,12,356
경기도 파주시,지산고등학교,12,381,12,335,12,369
경기도 남양주시,별가람고등학교,10,244,12,98,8,210
경기도 구리시,갈매고등학교,9,249,9,190,8,214
경기도 파주시,한빛고등학교,12,372,12,338,12,353
경기도 하남시,미사강변고등학교,8,149,8,106,6,145
경기도 광주시,태전고등학교,10,285,10,252,0,0
경기도 용인시 처인구,용인삼계고등학교,8,213,8,220,8,230
경기도 용인시 처인구,고림고등학교,12,340,12,343,12,373
경기도 시흥시,배곧고등학교,10,330,10,308,10,317
경기도 하남시,위례고등학교,6,76,6,47,6,66
경기도 화성시,하길고등학교,10,279,10,158,10,212
경기도 성남시 수정구,위례한빛고등학교,12,284,12,269,12,274
경기도 화성시,이산고등학교,12,361,12,261,0,0
경기도 화성시,창의고등학교,12,369,12,287,12,236
경기도 화성시,정현고등학교,12,351,0,0,0,0
경기도 수원시 장안구,수성고등학교부설방송통신고등학교,5,140,5,135,5,149
경기도 수원시 팔달구,수원여자고등학교부설방송통신고등학교,4,82,4,92,4,107
경기도 의정부시,호원고등학교부설방송통신고등학교,5,138,5,148,5,149
경기도 성남시 분당구,서현고등학교부설방송통신고등학교,3,83,3,78,2,60
경기도 부천시,상동고등학교부설방송통신고등학교,3,64,3,74,3,71
강원도 춘천시,강원대학교사범대학부설고등학교,9,239,9,248,9,268
강원도 삼척시,가곡고등학교,1,1,1,1,1,5
강원도 화천군,간동고등학교,1,9,1,14,1,14
강원도 횡성군,갑천고등학교,1,13,1,19,1,21
강원도 강릉시,강릉고등학교,8,178,9,184,9,223
강원도 강릉시,강릉중앙고등학교,10,239,10,210,10,201
강원도 강릉시,강릉명륜고등학교,8,176,9,182,9,220
강원도 강릉시,강릉문성고등학교,10,236,10,239,10,258
강원도 강릉시,강릉여자고등학교,10,253,10,253,10,289
강원도 강릉시,강릉정보공업고등학교,6,93,6,100,6,123
강원도 강릉시,강릉제일고등학교,7,153,8,159,8,193
강원도 춘천시,강원고등학교,8,206,8,216,8,237
강원도 원주시,강원과학고등학교,3,59,3,59,3,48
강원도 강릉시,강원예술고등학교,3,69,3,68,3,75
강원도 춘천시,강원체육고등학교,3,81,3,82,3,64
강원도 강릉시,강일여자고등학교,10,252,10,250,10,282
강원도 고성군,거진정보공업고등학교,2,5,2,19,2,20
강원도 강릉시,경포고등학교,8,195,8,195,8,212
강원도 고성군,고성고등학교,4,84,4,69,4,91
강원도 정선군,고한고등학교,2,3,2,16,2,18
강원도 인제군,기린고등학교,2,46,2,24,2,34
강원도 철원군,김화고등학교,3,53,3,73,3,66
강원도 철원군,김화공업고등학교,3,27,3,41,3,35
강원도 홍천군,내면고등학교,1,8,1,12,1,12
강원도 평창군,상지대관령고등학교,2,34,2,36,2,41
강원도 원주시,대성고등학교,10,280,10,286,10,323
강원도 고성군,대진고등학교,1,6,1,7,1,4
강원도 평창군,대화고등학교,2,29,2,32,2,42
강원도 삼척시,도계고등학교,3,40,3,38,3,40
강원도 삼척시,도계전산정보고등학교,2,6,2,20,2,19
강원도 고성군,동광산업과학고등학교,5,57,6,73,6,60
강원도 동해시,동해광희고등학교,10,240,10,237,10,265
강원도 동해시,동해삼육고등학교,2,50,2,41,2,37
강원도 동해시,동해상업고등학교,4,90,4,80,4,70
강원도 횡성군,둔내고등학교,1,21,1,16,1,10
강원도 영월군,마차고등학교,1,10,1,8,1,17
강원도 동해시,묵호고등학교,7,167,7,156,7,185
강원도 횡성군,민족사관고등학교,11,156,11,156,11,146
강원도 춘천시,봉의고등학교,10,266,10,275,10,310
강원도 평창군,봉평고등학교,2,34,2,35,2,41
강원도 원주시,원주금융회계고등학교,1,25,1,25,1,24
강원도 원주시,북원여자고등학교,12,337,12,338,12,372
강원도 동해시,북평고등학교,8,191,8,183,8,217
강원도 동해시,북평여자고등학교,7,168,7,156,7,189
강원도 화천군,사내고등학교,2,35,2,33,2,39
강원도 정선군,사북고등학교,2,40,2,36,2,54
강원도 삼척시,삼일고등학교,3,73,3,72,3,68
강원도 삼척시,삼척고등학교,5,115,6,148,6,135
강원도 삼척시,삼척여자고등학교,7,162,7,166,7,166
강원도 삼척시,삼척마이스터고등학교,4,80,4,76,4,74
강원도 영월군,상동고등학교,1,4,1,1,1,1
강원도 원주시,상지여자고등학교,11,304,11,302,11,335
강원도 홍천군,서석고등학교,1,17,1,18,2,29
강원도 영월군,석정여자고등학교,6,91,6,116,6,125
강원도 춘천시,성수고등학교,8,206,8,208,8,241
강원도 춘천시,성수여자고등학교,7,176,7,181,7,196
강원도 속초시,속초고등학교,10,250,10,246,10,297
강원도 속초시,설악고등학교,10,251,10,254,10,295
강원도 속초시,속초여자고등학교,10,250,10,239,10,292
강원도 인제군,신남고등학교,1,21,1,15,1,18
강원도 철원군,신철원고등학교,4,87,4,107,4,106
강원도 횡성군,안흥고등학교,1,16,1,3,1,5
강원도 양구군,양구여자고등학교,3,68,3,67,3,82
강원도 양구군,양구고등학교,3,67,3,74,3,81
강원도 양양군,양양고등학교,7,168,7,140,8,171
강원도 정선군,여량고등학교,1,4,1,2,1,16
강원도 영월군,영월고등학교,4,92,4,91,4,117
강원도 영월군,영월공업고등학교,4,30,4,31,4,47
강원도 삼척시,원덕고등학교,1,11,1,10,1,22
강원도 원주시,원주고등학교,11,314,11,308,11,344
강원도 원주시,원주공업고등학교,12,292,12,282,12,308
강원도 원주시,영서고등학교,11,292,11,229,11,294
강원도 원주시,원주삼육고등학교,4,114,4,108,4,120
강원도 원주시,원주여자고등학교,11,311,11,309,11,348
강원도 원주시,원주의료고등학교,6,120,6,117,6,113
강원도 인제군,원통고등학교,3,67,3,46,4,89
강원도 춘천시,유봉여자고등학교,10,259,10,266,10,295
강원도 원주시,육민관고등학교,10,286,10,284,10,320
강원도 인제군,인제고등학교,3,52,3,60,3,69
강원도 정선군,임계고등학교,1,8,1,11,1,22
강원도 태백시,장성여자고등학교,5,122,5,114,5,133
강원도 정선군,정선고등학교,4,90,4,84,4,100
강원도 정선군,정선정보공업고등학교,3,45,3,59,3,73
강원도 강릉시,주문진고등학교,4,95,4,91,4,97
강원도 영월군,주천고등학교,2,44,2,30,2,32
강원도 원주시,진광고등학교,10,282,10,281,10,315
강원도 평창군,진부고등학교,3,54,3,66,3,71
강원도 태백시,철암고등학교,1,6,1,14,1,9
강원도 철원군,철원고등학교,4,94,4,94,4,102
강원도 철원군,철원여자고등학교,4,92,4,104,4,104
강원도 춘천시,춘천고등학교,10,261,10,267,10,310
강원도 춘천시,춘천기계공업고등학교,14,334,14,357,14,373
강원도 춘천시,소양고등학교,7,128,7,76,7,88
강원도 춘천시,춘천한샘고등학교,8,198,8,188,10,243
강원도 춘천시,춘천여자고등학교,11,287,11,300,11,329
강원도 태백시,태백기계공업고등학교,5,58,7,83,7,116
강원도 평창군,평창고등학교,4,93,4,87,4,95
강원도 삼척시,하장고등학교,1,6,1,3,1,3
강원도 정선군,함백고등학교,2,33,2,25,2,23
강원도 홍천군,홍천고등학교,7,182,7,187,7,210
강원도 홍천군,홍천농업고등학교,4,80,4,79,4,55
강원도 홍천군,홍천여자고등학교,7,181,7,192,7,213
강원도 홍천군,강원생활과학고등학교,3,71,3,64,3,60
강원도 화천군,화천고등학교,3,69,3,72,3,62
강원도 화천군,화천정보산업고등학교,3,36,3,45,3,47
강원도 태백시,황지고등학교,6,143,6,144,6,157
강원도 태백시,황지정보산업고등학교,3,35,3,49,3,29
강원도 횡성군,횡성고등학교,5,114,5,118,5,112
강원도 횡성군,횡성여자고등학교,5,111,5,118,5,115
강원도 원주시,치악고등학교,10,280,10,280,10,326
강원도 춘천시,전인고등학교,2,31,2,30,2,21
강원도 홍천군,팔렬고등학교,1,10,1,17,1,13
강원도 춘천시,강원애니고등학교,3,62,3,55,3,59
강원도 원주시,문막고등학교,3,76,3,68,3,56
강원도 양구군,강원외국어고등학교,5,123,5,114,5,117
강원도 횡성군,현천고등학교,3,45,3,43,3,44
강원도 동해시,묵호고등학교부설방송통신고등학교,1,29,1,30,1,13
강원도 속초시,설악고등학교부설방송통신고등학교,1,21,2,30,1,15
강원도 원주시,원주고등학교부설방송통신고등학교,3,90,3,85,2,39
강원도 춘천시,춘천고등학교부설방송통신고등학교,1,50,1,43,1,19
강원도 춘천시,춘천여자고등학교부설방송통신고등학교,2,48,2,52,2,38
강원도 태백시,황지고등학교부설방송통신고등학교,1,10,1,17,1,15
강원도 강릉시,강릉제일고등학교부설방송통신고등학교,4,81,3,61,1,20
충청북도 청주시 흥덕구,한국교원대학교부설고등학교,4,116,4,96,4,121
충청북도 청주시 흥덕구,충북대학교사범대학부설고등학교,6,175,6,168,6,188
충청북도 진천군,광혜원고등학교,4,100,4,104,4,107
충청북도 괴산군,괴산고등학교,4,105,4,102,4,124
충청북도 음성군,충북반도체고등학교,6,120,6,114,5,99
충청북도 청주시 상당구,금천고등학교,9,265,9,258,10,322
충청북도 단양군,단양고등학교,5,120,5,134,5,158
충청북도 단양군,한국호텔관광고등학교,3,63,3,65,2,54
충청북도 청주시 상당구,대성여자상업고등학교,10,261,10,268,10,278
충청북도 충주시,충주대원고등학교,9,224,9,229,9,257
충청북도 음성군,매괴고등학교,5,120,5,133,6,179
충청북도 괴산군,목도고등학교,1,25,1,18,1,20
충청북도 청주시 상당구,충북에너지고등학교,4,80,4,75,4,76
충청북도 보은군,보은고등학교,4,88,4,95,4,120
충청북도 보은군,보은여자고등학교,2,47,2,50,2,52
충청북도 보은군,충북생명산업고등학교,4,79,4,77,4,80
충청북도 보은군,보은정보고등학교,1,16,2,26,2,41
충청북도 청주시 상당구,상당고등학교,9,264,9,252,9,276
충청북도 청주시 서원구,세광고등학교,9,261,9,258,10,311
충청북도 제천시,세명고등학교,8,188,8,197,9,253
충청북도 청주시 청원구,청주신흥고등학교,9,266,9,251,10,316
충청북도 청주시 흥덕구,양업고등학교,2,40,2,40,2,40
충청북도 영동군,영동고등학교,6,139,6,146,6,155
충청북도 영동군,영동산업과학고등학교,3,43,3,49,3,60
충청북도 영동군,영동인터넷고등학교,4,85,4,96,4,96
충청북도 청주시 청원구,오창고등학교,5,127,5,117,5,97
충청북도 옥천군,옥천고등학교,8,203,8,185,8,254
충청북도 옥천군,충북산업과학고등학교,4,81,4,93,4,95
충청북도 청주시 서원구,운호고등학교,9,263,9,250,10,319
충청북도 음성군,음성고등학교,6,145,6,165,7,211
충청북도 제천시,제천산업고등학교,5,113,5,112,6,143
충청북도 청주시 상당구,일신여자고등학교,10,294,10,281,11,336
충청북도 제천시,제천고등학교,8,190,8,199,8,233
충청북도 제천시,제천디지털전자고등학교,5,74,5,69,5,89
충청북도 제천시,제천제일고등학교,7,175,7,179,7,198
충청북도 제천시,제천상업고등학교,6,135,6,132,6,151
충청북도 제천시,제천여자고등학교,8,192,8,202,9,251
충청북도 충주시,주덕고등학교,1,24,1,17,1,7
충청북도 충주시,충주중산고등학교,7,176,7,173,8,226
충청북도 증평군,증평공업고등학교,8,143,7,90,6,89
충청북도 증평군,증평정보고등학교,6,129,6,111,6,104
충청북도 진천군,진천고등학교,6,146,6,149,7,195
충청북도 진천군,한국바이오마이스터고등학교,6,121,6,111,5,93
충청북도 진천군,진천상업고등학교,4,92,4,96,4,104
충청북도 옥천군,청산고등학교,1,25,1,25,1,26
충청북도 청주시 상당구,청석고등학교,9,262,9,252,10,311
충청북도 청주시 흥덕구,청주고등학교,12,341,12,319,12,357
충청북도 청주시 상당구,청주공업고등학교,14,369,14,394,14,412
충청북도 청주시 청원구,청주농업고등학교,10,258,10,269,10,265
충청북도 청주시 청원구,청주대성고등학교,9,259,9,255,9,277
충청북도 청주시 청원구,청주여자고등학교,10,290,10,279,11,354
충청북도 청주시 서원구,청주여자상업고등학교,8,210,8,223,8,219
충청북도 청주시 흥덕구,청주외국어고등학교,8,187,8,189,8,183
충청북도 청주시 서원구,청주중앙여자고등학교,10,290,10,283,10,323
충청북도 청주시 서원구,충북고등학교,10,246,10,254,9,285
충청북도 청주시 흥덕구,충북공업고등학교,12,308,12,322,12,339
충청북도 청주시 상당구,충북과학고등학교,3,55,3,54,2,30
충청북도 청주시 서원구,충북여자고등학교,9,262,9,252,9,272
충청북도 청주시 흥덕구,충북예술고등학교,4,94,4,100,4,94
충청북도 청주시 청원구,충북상업정보고등학교,8,196,10,211,10,244
충청북도 청주시 서원구,청주하이텍고등학교,6,155,6,160,6,166
충청북도 진천군,충북체육고등학교,3,96,3,82,3,77
충청북도 충주시,충원고등학교,4,95,4,93,4,90
충청북도 충주시,충주고등학교,9,218,9,204,9,243
충청북도 충주시,충주공업고등학교,7,164,7,168,8,205
충청북도 충주시,국원고등학교,5,121,5,117,6,147
충청북도 충주시,충주상업고등학교,7,159,7,164,8,190
충청북도 충주시,충주여자고등학교,9,225,9,223,9,249
충청북도 충주시,한림디자인고등학교,8,183,8,176,9,218
충청북도 충주시,충주예성여자고등학교,9,214,9,206,9,238
충청북도 영동군,학산고등학교,1,19,1,7,1,16
충청북도 청주시 서원구,현도정보고등학교,8,189,8,140,8,192
충청북도 증평군,형석고등학교,4,100,4,101,4,120
충청북도 영동군,황간고등학교,1,23,1,24,2,51
충청북도 청주시 흥덕구,흥덕고등학교,10,296,10,286,10,305
충청북도 청주시 흥덕구,서원고등학교,10,256,10,288,10,317
충청북도 청주시 상당구,주성고등학교,9,261,9,258,9,290
충청북도 청주시 청원구,양청고등학교,8,220,8,205,8,247
충청북도 청주시 청원구,청원고등학교,8,228,8,207,8,233
충청북도 청주시 서원구,산남고등학교,9,267,9,256,10,307
충청북도 청주시 흥덕구,봉명고등학교,8,236,8,226,8,251
충청북도 청주시 흥덕구,오송고등학교,8,225,8,204,8,221
충청북도 음성군,대금고등학교,6,143,6,157,6,178
충청북도 진천군,서전고등학교,8,178,8,163,8,165
충청북도 청주시 흥덕구,청주고등학교부설방송통신고등학교,3,90,4,114,4,111
충청북도 충주시,충주고등학교부설방송통신고등학교,2,34,2,36,2,32
충청남도 공주시,공주대학교사범대학부설고등학교,6,169,6,177,6,179
충청남도 홍성군,갈산고등학교,3,68,3,51,3,68
충청남도 논산시,강경고등학교,3,70,3,59,3,68
충청남도 논산시,강상고등학교,5,90,5,90,5,91
충청남도 논산시,건양대학교병설건양고등학교,4,93,4,74,4,97
충청남도 홍성군,홍성공업고등학교,3,64,3,62,3,67
충청남도 공주시,공주고등학교,8,195,8,203,8,199
충청남도 공주시,공주마이스터고등학교,4,79,4,77,4,76
충청남도 공주시,공주금성여자고등학교,7,167,7,153,8,192
충청남도 공주시,공주생명과학고등학교,8,112,8,136,8,149
충청남도 공주시,공주여자고등학교,7,168,7,155,8,191
충청남도 공주시,공주영명고등학교,6,140,6,145,6,145
충청남도 공주시,공주정보고등학교,4,61,4,74,4,79
충청남도 홍성군,광천고등학교,2,45,2,36,1,23
충청남도 홍성군,광천제일고등학교,2,23,2,19,4,71
충청남도 금산군,금산고등학교,5,110,5,106,6,137
충청남도 금산군,금산산업고등학교,3,54,3,44,3,61
충청남도 금산군,금산여자고등학교,5,112,5,114,5,122
충청남도 논산시,논산고등학교,4,93,4,99,4,115
충청남도 논산시,논산공업고등학교,7,104,7,114,8,151
충청남도 논산시,논산대건고등학교,8,202,8,206,8,219
충청남도 논산시,논산여자고등학교,5,120,5,117,5,124
충청남도 논산시,논산여자상업고등학교,7,129,7,132,7,134
충청남도 당진시,당진고등학교,8,236,8,239,8,273
충청남도 당진시,당진정보고등학교,9,225,9,186,9,228
충청남도 보령시,대천고등학교,7,177,7,175,8,212
충청남도 보령시,대천여자고등학교,7,173,8,181,8,210
충청남도 보령시,대천여자상업고등학교,6,116,6,97,6,114
충청남도 예산군,대흥고등학교,2,48,2,45,2,44
충청남도 예산군,덕산고등학교,4,94,3,71,3,68
충청남도 아산시,아산전자기계고등학교,5,113,5,98,5,112
충청남도 태안군,만리포고등학교,2,30,2,41,2,40
충청남도 천안시 동남구,목천고등학교,4,93,4,91,4,99
충청남도 천안시 동남구,병천고등학교,6,156,6,147,6,153
충청남도 천안시 동남구,복자여자고등학교,8,248,8,233,8,281
충청남도 서산시,부석고등학교,5,121,5,134,5,147
충청남도 부여군,부여고등학교,7,160,8,181,8,192
충청남도 부여군,부여여자고등학교,6,138,6,137,6,145
충청남도 부여군,부여전자고등학교,3,36,3,33,3,39
충청남도 부여군,부여정보고등학교,4,59,4,46,4,66
충청남도 예산군,삽교고등학교,5,111,5,114,5,120
충청남도 서산시,서령고등학교,9,244,9,258,9,296
충청남도 서산시,서산고등학교,5,125,4,86,5,110
충청남도 서산시,서산중앙고등학교,8,212,8,220,8,247
충청남도 서산시,서산여자고등학교,9,242,9,239,9,306
충청남도 당진시,서야고등학교,4,89,4,78,4,97
충청남도 서산시,서일고등학교,6,151,6,164,6,184
충청남도 서천군,서천고등학교,5,112,5,108,5,130
충청남도 서천군,서천여자고등학교,4,88,4,88,4,99
충청남도 서천군,서천여자정보고등학교,3,25,3,21,3,25
충청남도 홍성군,서해삼육고등학교,3,70,3,55,3,60
충청남도 천안시 서북구,성환고등학교,6,134,6,124,7,160
충청남도 당진시,송악고등학교,5,135,5,135,5,156
충청남도 당진시,신평고등학교,6,167,6,160,6,192
충청남도 논산시,쌘뽈여자고등학교,6,152,6,150,6,166
충청남도 아산시,아산고등학교,11,360,10,290,11,354
충청남도 태안군,안면고등학교,3,59,3,58,3,60
충청남도 논산시,연무고등학교,6,138,6,143,6,156
충청남도 논산시,연무대기계공업고등학교,5,96,5,92,5,90
충청남도 예산군,예산고등학교,8,186,8,182,8,191
충청남도 예산군,예산여자고등학교,6,135,6,119,6,145
충청남도 예산군,예산예화여자고등학교,6,118,6,113,6,112
충청남도 예산군,예산전자공업고등학교,6,90,6,99,6,124
충청남도 아산시,온양고등학교,11,351,11,324,11,356
충청남도 아산시,온양여자고등학교,11,341,11,301,11,342
충청남도 아산시,온양한올고등학교,11,334,12,322,12,351
충청남도 계룡시,용남고등학교,10,299,10,267,10,283
충청남도 서산시,서산공업고등학교,6,126,6,114,6,133
충청남도 보령시,웅천고등학교,3,64,3,64,3,67
충청남도 서천군,장항고등학교,4,68,3,68,4,93
충청남도 서천군,장항공업고등학교,3,51,3,52,3,56
충청남도 보령시,주산산업고등학교,4,59,4,54,3,58
충청남도 금산군,금산하이텍고등학교,3,44,3,53,3,58
충청남도 천안시 서북구,천안상업고등학교,12,318,12,317,12,353
충청남도 천안시 동남구,천안고등학교,10,309,10,302,10,341
충청남도 천안시 동남구,천안공업고등학교,14,386,14,380,14,440
충청남도 천안시 동남구,천안제일고등학교,10,233,9,199,10,270
충청남도 천안시 동남구,북일고등학교,12,319,12,336,12,344
충청남도 천안시 동남구,북일여자고등학교,8,251,8,241,8,271
충청남도 천안시 동남구,천안여자고등학교,12,367,12,327,12,411
충청남도 천안시 동남구,천안여자상업고등학교,12,322,12,307,13,400
충청남도 천안시 동남구,천안중앙고등학교,13,403,13,401,13,444
충청남도 청양군,정산고등학교,3,61,3,57,3,47
충청남도 공주시,충남과학고등학교,4,78,4,72,4,50
충청남도 천안시 서북구,충남예술고등학교,5,150,5,144,5,140
충청남도 논산시,충남인터넷고등학교,3,41,4,47,2,41
충청남도 논산시,충남체육고등학교,2,80,2,64,2,64
충청남도 보령시,충남해양과학고등학교,4,84,4,83,4,92
충청남도 태안군,태안고등학교,6,137,6,139,6,145
충청남도 태안군,태안여자고등학교,9,197,9,188,9,199
충청남도 서천군,충남디자인예술고등학교,3,60,3,48,3,51
충청남도 공주시,한일고등학교,5,142,5,139,5,143
충청남도 당진시,합덕제철고등학교,5,98,5,85,5,96
충청남도 당진시,합덕여자고등학교,1,10,1,9,2,32
충청남도 당진시,호서고등학교,10,291,10,300,10,343
충청남도 부여군,한국식품마이스터고등학교,3,60,3,52,3,52
충청남도 홍성군,홍성고등학교,10,262,10,252,10,273
충청남도 홍성군,홍성여자고등학교,6,155,6,154,6,165
충청남도 홍성군,홍주고등학교,8,209,8,208,8,225
충청남도 천안시 서북구,천안두정고등학교,13,405,13,409,13,449
충청남도 천안시 서북구,천안월봉고등학교,12,373,12,364,12,425
충청남도 아산시,온양용화고등학교,12,336,11,262,12,323
충청남도 천안시 서북구,천안쌍용고등학교,13,411,13,399,13,449
충청남도 천안시 동남구,한마음고등학교,1,16,1,22,1,21
충청남도 서천군,공동체비전고등학교,2,40,2,38,2,33
충청남도 천안시 서북구,천안신당고등학교,10,242,10,219,9,227
충청남도 아산시,충남외국어고등학교,7,137,7,130,7,160
충청남도 계룡시,계룡고등학교,7,205,7,168,7,191
충청남도 천안시 동남구,천안청수고등학교,12,371,12,375,12,422
충청남도 천안시 서북구,천안업성고등학교,12,294,11,269,12,312
충청남도 천안시 서북구,천안오성고등학교,12,370,12,367,12,421
충청남도 서산시,대산고등학교,6,152,6,158,6,172
충청남도 아산시,설화고등학교,12,382,12,338,12,395
충청남도 청양군,청양고등학교,7,140,7,136,7,150
충청남도 아산시,배방고등학교,12,400,12,364,12,390
충청남도 아산시,충남삼성고등학교,12,337,12,365,10,337
충청남도 천안시 서북구,천안불당고등학교,11,342,11,339,11,362
충청남도 천안시 동남구,천안중앙고등학교부설방송통신고등학교,4,119,4,101,4,111
충청남도 홍성군,홍성고등학교부설방송통신고등학교,2,45,2,54,2,67
전라북도 전주시 덕진구,전북대학교사범대학부설고등학교,8,243,8,226,8,264
전라북도 익산시,전북기계공업고등학교,13,264,13,237,13,257
전라북도 고창군,강호항공고등학교,8,179,8,184,8,191
전라북도 완주군,고산고등학교,3,37,3,39,2,30
전라북도 고창군,고창고등학교,7,134,7,148,7,170
전라북도 고창군,고창북고등학교,5,105,5,98,5,111
전라북도 고창군,고창여자고등학교,7,98,8,131,8,160
전라북도 군산시,군산고등학교,8,216,8,236,8,225
전라북도 군산시,군산기계공업고등학교,7,145,7,139,7,135
전라북도 군산시,한들고등학교,3,58,3,34,3,73
전라북도 군산시,군산동고등학교,8,208,8,225,8,221
전라북도 군산시,군산상업고등학교,10,140,10,171,10,254
전라북도 군산시,군산여자고등학교,10,319,10,304,10,334
전라북도 군산시,군산여자상업고등학교,10,211,10,186,10,261
전라북도 군산시,군산영광여자고등학교,8,245,8,231,8,262
전라북도 군산시,군산제일고등학교,10,262,10,285,10,269
전라북도 군산시,군산중앙고등학교,8,210,8,199,8,262
전라북도 군산시,군산중앙여자고등학교,10,317,10,303,10,339
전라북도 김제시,동국대학교사범대학부속금산고등학교,2,15,2,19,2,49
전라북도 김제시,김제고등학교,2,32,2,23,2,32
전라북도 김제시,김제서고등학교,1,6,1,16,1,23
전라북도 김제시,김제여자고등학교,5,108,6,116,6,100
전라북도 김제시,김제농생명마이스터고등학교,5,92,5,87,5,87
전라북도 익산시,남성고등학교,10,244,10,280,10,321
전라북도 남원시,남원고등학교,6,131,6,128,6,157
전라북도 남원시,남원용성고등학교,4,61,4,69,4,56
전라북도 남원시,남원서진여자고등학교,5,106,5,117,5,128
전라북도 남원시,남원여자고등학교,6,124,6,138,6,158
전라북도 남원시,남원제일고등학교,5,58,6,69,6,94
전라북도 남원시,남원국악예술고등학교,5,73,5,58,5,71
전라북도 김제시,덕암고등학교,7,153,7,152,7,189
전라북도 김제시,덕암정보고등학교,8,170,8,163,8,196
전라북도 순창군,동계고등학교,1,5,1,8,1,9
전라북도 전주시 완산구,동암고등학교,10,260,10,262,10,269
전라북도 진안군,마령고등학교,1,15,1,17,1,11
전라북도 김제시,만경고등학교,2,27,2,29,2,29
전라북도 김제시,만경여자고등학교,1,16,2,7,4,17
전라북도 무주군,무주고등학교,4,88,4,95,4,102
전라북도 무주군,무풍고등학교,1,5,1,4,1,5
전라북도 정읍시,배영고등학교,5,110,5,118,5,131
전라북도 부안군,백산고등학교,3,64,3,61,3,69
전라북도 장수군,백화여자고등학교,3,31,3,22,3,37
전라북도 부안군,부안고등학교,6,124,6,142,6,144
전라북도 부안군,부안제일고등학교,2,23,3,26,3,59
전라북도 부안군,부안여자고등학교,4,87,4,91,7,147
전라북도 부안군,서림고등학교,5,51,5,52,3,11
전라북도 장수군,산서고등학교,1,5,1,5,1,12
